item_id,item_type,group_id,status,note,context
S28.026,sentence,,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.026.n01,number,6,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.026.n02,number,0.1,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.026.n03,number,1,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.026.n04,number,1,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.026.n05,number,103,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.026.n06,number,0.10,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.026.n07,number,102,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.026.n08,number,103,located,,"(6) places the break-even budget at τ ∗ ∼ 0.1-1 (τ ∗ saturates at 1 for ρ ≥ 103 and falls to 0.10 at ρ = 102, k = 103)."
S28.027,sentence,,located,0.88,"Our τ = 0.10 is the conservative end of that range, justified whenever failures are at least ∼100× costlier than inspections."
S28.027.n01,number,0.10,located,,"Our τ = 0.10 is the conservative end of that range, justified whenever failures are at least ∼100× costlier than inspections."
S28.027.n02,number,100,located,,"Our τ = 0.10 is the conservative end of that range, justified whenever failures are at least ∼100× costlier than inspections."
S28.028,sentence,,located,,"The strict τ = 0.05 column of Table 12 corre- sponds to the opposite regime, inspections that are themselves disruptive (e.g. requiring a shutdown) so ρ is small, exactly where the low-FAR Deep SVDD p"
S28.028.n01,number,0.05,located,,"The strict τ = 0.05 column of Table 12 corre- sponds to the opposite regime, inspections that are themselves disruptive (e.g. requiring a shutdown) so ρ is small, exactly where the low-FAR Deep SVDD p"
S28.029,sentence,,located,,"We stress this is an order-of-magnitude anchor, not a site-specific optimisation: the true optimum requires an operator’s actual cI and cF , which we do not have, and Eq."
S28.030,sentence,,located,0.67,(6) is offered so a practitioner can substitute their own.
S28.030.n01,number,6,located,,(6) is offered so a practitioner can substitute their own.
S29.001,sentence,,located-manual,"paraphrased: tab:ablation_general caption: six non-sequence detectors, mean over the three runs","We ablate feature families on IMS for all six non-sequence detectors, reporting the valid-alarm fraction by group across the three runs (Table 14)."
S29.002,sentence,,located,,"The pattern is consistent and somewhat against expectation: time-domain amplitude features (rms_only or time_only) give each detector its highest or tied-highest validity, and admitting spectral, enve"
S29.003,sentence,,located,,"For the memory-based control charts it sharpens: rms_only is the unique group at which 3σ and EWMA reach full validity (1.00 at 0% pre-onset FAR), and spectral/envelope/all collapse all four SPC chart"
S29.003.n01,number,1.00,located,,"For the memory-based control charts it sharpens: rms_only is the unique group at which 3σ and EWMA reach full validity (1.00 at 0% pre-onset FAR), and spectral/envelope/all collapse all four SPC chart"
S29.003.n02,number,0%,located,,"For the memory-based control charts it sharpens: rms_only is the unique group at which 3σ and EWMA reach full validity (1.00 at 0% pre-onset FAR), and spectral/envelope/all collapse all four SPC chart"
S29.003.n03,number,0.33,located,,"For the memory-based control charts it sharpens: rms_only is the unique group at which 3σ and EWMA reach full validity (1.00 at 0% pre-onset FAR), and spectral/envelope/all collapse all four SPC chart"
S29.003.n04,number,42,located,,"For the memory-based control charts it sharpens: rms_only is the unique group at which 3σ and EWMA reach full validity (1.00 at 0% pre-onset FAR), and spectral/envelope/all collapse all four SPC chart"
S29.003.n05,number,63%,located,,"For the memory-based control charts it sharpens: rms_only is the unique group at which 3σ and EWMA reach full validity (1.00 at 0% pre-onset FAR), and spectral/envelope/all collapse all four SPC chart"
S29.004,sentence,,located,,"Deep SVDD is the instructive exception, and it fails for the opposite reason: its pre-onset FAR stays near 0% under every feature set (it rarely false-alarms), yet spectral features still cut its vali"
S29.004.n01,number,0%,located,,"Deep SVDD is the instructive exception, and it fails for the opposite reason: its pre-onset FAR stays near 0% under every feature set (it rarely false-alarms), yet spectral features still cut its vali"
S29.004.n02,number,0.33,located,,"Deep SVDD is the instructive exception, and it fails for the opposite reason: its pre-onset FAR stays near 0% under every feature set (it rarely false-alarms), yet spectral features still cut its vali"
S29.004.n03,number,0.00,located,,"Deep SVDD is the instructive exception, and it fails for the opposite reason: its pre-onset FAR stays near 0% under every feature set (it rarely false-alarms), yet spectral features still cut its vali"
S29.005,sentence,,located,,"Either way the practical recommendation is detector-general on IMS: under a false-alarm budget, restrict every detector to time-domain amplitude features; frequency-domain features must be admitted wi"
S29.006,sentence,,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
S29.006.n01,number,99.4,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
S29.006.n02,number,32.0,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
S29.006.n03,number,23,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
S29.006.n04,number,29%,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
S29.006.n05,number,0.2%,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
S29.006.n06,number,2,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
S29.006.n07,number,100%,located,,"Raw lead time inverts this ranking without overturning it: on Isolation Forest the envelope group yields the longest mean lead (99.4 h) and rms_only the shortest (32.0 h), but the long-lead groups acc"
S29.007,sentence,,located,,"Repeating the ablation at every coarsening factor leaves rms_only uniquely best at native and 2× resolution (f ≤ 2), matching the informational argument that bin-averaging preserves the amplitude stat"
S29.007.n01,number,2,located,,"Repeating the ablation at every coarsening factor leaves rms_only uniquely best at native and 2× resolution (f ≤ 2), matching the informational argument that bin-averaging preserves the amplitude stat"
S29.007.n02,number,2,located,,"Repeating the ablation at every coarsening factor leaves rms_only uniquely best at native and 2× resolution (f ≤ 2), matching the informational argument that bin-averaging preserves the amplitude stat"
S29.007.n03,number,5,located,,"Repeating the ablation at every coarsening factor leaves rms_only uniquely best at native and 2× resolution (f ≤ 2), matching the informational argument that bin-averaging preserves the amplitude stat"
S29.007.n04,number,1/3,located,,"Repeating the ablation at every coarsening factor leaves rms_only uniquely best at native and 2× resolution (f ≤ 2), matching the informational argument that bin-averaging preserves the amplitude stat"
S29.007.n05,number,3,located,,"Repeating the ablation at every coarsening factor leaves rms_only uniquely best at native and 2× resolution (f ≤ 2), matching the informational argument that bin-averaging preserves the amplitude stat"
S30.001,sentence,,located,1.00,"If the false-alarm gate is what separates a usable warning from a manufactured one, then a metric without that gate should reward detectors our metric rejects."
S30.002,sentence,,located,,"We test this against the most widely used ungated warning-time metric— the Saxena prognostic horizon (PH) (Saxena et al., 2008, 2010)—and show that on IMS it makes a different, and operationally wrong"
S30.003,sentence,,located,,"The PH is the interval between a detector’s first alarm and failure, PH = max(0, (tf -FAT)/3600) hours, with no falsealarm constraint."
S30.003.n01,number,0,located,,"The PH is the interval between a detector’s first alarm and failure, PH = max(0, (tf -FAT)/3600) hours, with no falsealarm constraint."
S30.003.n02,number,3600,located,,"The PH is the interval between a detector’s first alarm and failure, PH = max(0, (tf -FAT)/3600) hours, with no falsealarm constraint."
S30.004,sentence,,located,,It is exactly our lead time L before the validity gate (Eq. 5) is applied; that one missing conjunct is decisive.
S30.005,sentence,,located,,PH is maximized by the latch-on detector.
S30.006,sentence,,located,,A detector that alarms from the first sample earns the entire record as prognostic horizon.
S30.007,sentence,,located,,"On the three IMS runs this constant-on detector earns the full run length as prognostic horizon (164- 1073 h) while flooding the pre-onset region (FARpre ≈ 1), so the gated metric scores it invalid on"
S30.007.n01,number,164,located,,"On the three IMS runs this constant-on detector earns the full run length as prognostic horizon (164- 1073 h) while flooding the pre-onset region (FARpre ≈ 1), so the gated metric scores it invalid on"
S30.007.n02,number,1073,located,,"On the three IMS runs this constant-on detector earns the full run length as prognostic horizon (164- 1073 h) while flooding the pre-onset region (FARpre ≈ 1), so the gated metric scores it invalid on"
S30.007.n03,number,1,located,,"On the three IMS runs this constant-on detector earns the full run length as prognostic horizon (164- 1073 h) while flooding the pre-onset region (FARpre ≈ 1), so the gated metric scores it invalid on"
S30.007.n04,number,0,located,,"On the three IMS runs this constant-on detector earns the full run length as prognostic horizon (164- 1073 h) while flooding the pre-onset region (FARpre ≈ 1), so the gated metric scores it invalid on"
S30.007.n05,number,12.9,located,,"On the three IMS runs this constant-on detector earns the full run length as prognostic horizon (164- 1073 h) while flooding the pre-onset region (FARpre ≈ 1), so the gated metric scores it invalid on"
